size;age;ID;fishID
2.306120986;1;1;424
2.927951939;2;1;424
2.2569252;1;2;425
2.773200351;2;2;425
1.841199689;1;3;426
2.819864873;2;3;426
3.468381562;3;3;426
1.717880998;1;4;427
2.582706035;2;4;427
3.122749866;3;4;427
1.9874352;1;5;429
2.933572705;2;5;429
1.856127689;1;6;430
2.576684545;2;6;430
3.17374518;3;6;430
1.60280901;1;7;431
2.295174154;2;7;431
1.802178539;1;8;432
2.556073372;2;8;432
1.686796684;1;9;433
2.756684617;2;9;433
3.413237554;3;9;433
1.890846867;1;10;434
2.89351915;2;10;434
3.608467326;3;10;434
2.100602285;1;11;435
3.017570103;2;11;435
1.97559311;1;12;438
2.748636647;2;12;438
2.037964586;1;13;439
2.725030644;2;13;439
2.224468133;1;14;440
2.842368274;2;14;440
1.548449212;1;15;529
2.327227167;2;15;529
2.914718473;3;15;529
3.491931639;4;15;529
3.99668991;5;15;529
1.359639019;1;16;530
2.173797556;2;16;530
2.884659219;3;16;530
3.441317711;4;16;530
4.087707306;5;16;530
1.34833311;1;17;531
2.023736003;2;17;531
2.629515884;3;17;531
3.167200575;4;17;531
3.745055752;5;17;531
1.647976579;1;18;532
2.297961795;2;18;532
2.88967551;3;18;532
3.566801572;4;18;532
2.05078984;1;19;2181
2.602478067;2;19;2181
3.364201427;3;19;2181
3.69756155;4;19;2181
2.091454136;1;20;2182
2.987444221;2;20;2182
3.300482012;3;20;2182
3.571238549;4;20;2182
1.878790693;1;21;2183
2.79489162;2;21;2183
3.381661192;3;21;2183
3.704855989;4;21;2183
1.262304875;1;22;2184
1.93140429;2;22;2184
2.29530333;3;22;2184
2.715161458;4;22;2184
1.917689248;1;23;2185
2.722885259;2;23;2185
3.556841512;3;23;2185
2.362285032;1;24;2186
3.031384447;2;24;2186
3.319577784;3;24;2186
3.566600644;4;24;2186
2.101635891;1;25;2187
2.810632262;2;25;2187
3.289543308;3;25;2187
3.784124811;4;25;2187
2.003441862;1;26;2189
2.878375033;2;26;2189
3.431693067;3;26;2189
3.66390514;4;26;2189
1.578835443;1;27;2190
2.43535206;2;27;2190
3.064550232;3;27;2190
3.531817005;4;27;2190
1.962033481;1;28;2210
2.755166445;2;28;2210
3.521258196;3;28;2210
3.871358577;4;28;2210
2.064305312;1;29;2211
2.795153752;2;29;2211
3.715753597;3;29;2211
1.767725504;1;30;2212
2.550573755;2;30;2212
3.028044797;3;30;2212
3.429984424;4;30;2212
1.745410935;1;31;2213
2.54929019;2;31;2213
3.064846651;3;31;2213
3.541651609;4;31;2213
1.487630671;1;32;2214
2.344950861;2;32;2214
2.808118723;3;32;2214
3.204083688;4;32;2214
3.438791517;5;32;2214
1.489125384;1;33;2215
2.540787315;2;33;2215
3.046803291;3;33;2215
3.597049445;4;33;2215
3.964425307;5;33;2215
1.610392022;1;34;2216
2.242362192;2;34;2216
2.731451166;3;34;2216
3.254352688;4;34;2216
1.853843294;1;35;2217
2.576162264;2;35;2217
3.080500603;3;35;2217
3.496811284;4;35;2217
1.653111275;1;36;2218
2.40221316;2;36;2218
2.857886835;3;36;2218
3.170924626;4;36;2218
3.461497497;5;36;2218
1.893869895;1;37;2219
2.748405264;2;37;2219
3.350149492;3;37;2219
1.853128843;1;38;2220
2.521515396;2;38;2220
3.226014916;3;38;2220
3.633191762;4;38;2220
1.354447676;1;39;2222
2.054648437;2;39;2222
2.404748818;3;39;2222
2.693125893;4;39;2222
1.530107841;1;40;2223
2.271247893;2;40;2223
2.837341947;3;40;2223
3.281835353;4;40;2223
1.73948309;1;41;2224
2.426549149;2;41;2224
2.917259954;3;41;2224
3.394064912;4;41;2224
1.344714051;1;42;2225
2.24394974;2;42;2225
2.873147913;3;42;2225
3.480761246;4;42;2225
1.78608826;1;43;2226
2.600832125;2;43;2226
3.27301187;3;43;2226
1.948596964;1;44;2227
2.659458627;2;44;2227
3.33132309;3;44;2227
3.621165878;4;44;2227
1.625386746;1;45;2228
2.582821649;2;45;2228
3.131814943;3;45;2228
3.396437361;4;45;2228
1.652117674;1;46;2229
2.303486791;2;46;2229
2.840284132;3;46;2229
3.325021694;4;46;2229
1.790442448;1;47;2230
2.513567619;2;47;2230
2.946959002;3;47;2230
1.34833311;1;48;2221
2.084956816;2;48;2221
2.508957761;3;48;2221
2.892003637;4;48;2221
1.515673359;1;49;4417
2.463321239;2;49;4417
3.187398035;3;49;4417
3.81827766;4;49;4417
1.598672722;1;50;4418
2.425228359;2;50;4418
2.966741434;3;50;4418
1.511719132;1;51;4419
2.122115707;2;51;4419
2.638390858;3;51;4419
3.07178224;4;51;4419
3.598720113;5;51;4419
1.925820284;1;52;4420
2.843942683;2;52;4420
3.471792452;3;52;4420
1.698905842;1;53;4506
2.725333386;2;53;4506
1.918793781;1;54;4507
2.908224497;2;54;4507
1.831189724;1;55;4508
2.583678036;2;55;4508
3.093136692;3;55;4508
3.480582378;4;55;4508
1.684785749;1;56;4509
2.385893703;2;56;4509
2.808392869;3;56;4509
1.927469856;1;57;4510
2.988408755;2;57;4510
3.644961693;3;57;4510
1.808721002;1;58;4511
2.508694782;2;58;4511
1.523446719;1;59;4512
2.388577943;2;59;4512
3.081936931;3;59;4512
1.729650075;1;60;4513
2.351395839;2;60;4513
2.928700765;3;60;4513
1.773947171;1;61;4514
2.689990276;2;61;4514
1.654040232;1;62;4515
2.591572985;2;62;4515
1.846514237;1;63;4516
2.907453136;2;63;4516
3.384924178;3;63;4516
1.689056124;1;64;4517
2.604636523;2;64;4517
3.233834695;3;64;4517
1.896888105;1;65;4518
2.54564978;2;65;4518
3.104871564;3;65;4518
1.94184384;1;66;4519
2.624966765;2;66;4519
1.561835011;1;67;4520
2.49987611;2;67;4520
2.967142883;3;67;4520
1.565696501;1;68;4521
2.390712688;2;68;4521
1.667436071;1;69;4522
2.565787759;2;69;4522
3.03924824;3;69;4522
3.420214213;4;69;4522
2.092466946;1;70;4523
3.204260404;2;70;4523
2.318742298;1;71;4524
3.101252166;2;71;4524
1.800620108;1;72;4525
2.409278648;2;72;4525
2.791355311;3;72;4525
1.708078679;1;73;4526
2.449790269;2;73;4526
2.872289435;3;73;4526
3.274229062;4;73;4526
3.81348766;5;73;4526
1.694316433;1;74;4527
2.353044059;2;74;4527
1.669436176;1;75;4528
2.472854057;2;75;4528
3.048228959;3;75;4528
1.893674104;1;76;4529
2.768788879;2;76;4529
3.314685957;3;76;4529
1.709070739;1;77;4530
2.471002685;2;77;4530
3.008687376;3;77;4530
3.321725167;4;77;4530
1.688115058;1;78;4531
2.777091676;2;78;4531
3.486088047;3;78;4531
1.713806088;1;79;4532
2.702379876;2;79;4532
3.311821145;3;79;4532
1.422207583;1;80;4533
2.328484244;2;80;4533
2.866168935;3;80;4533
1.854985843;1;81;4534
2.606347042;2;81;4534
3.146390873;3;81;4534
1.927387411;1;82;4535
2.5759041;2;82;4535
3.121801179;3;82;4535
1.867763005;1;83;4536
2.650611256;2;83;4536
1.682237213;1;84;4537
2.703750498;2;84;4537
1.797675992;1;85;4538
2.674060934;2;85;4538
3.013717366;3;85;4538
2.050324872;1;86;4539
2.739930356;2;86;4539
1.553776462;1;87;4540
2.903091335;2;87;4540
3.4289223;3;87;4540
1.768564311;1;88;4542
2.575600172;2;88;4542
3.049507947;3;88;4542
3.368579141;4;88;4542
1.667690186;1;89;4544
2.515567141;2;89;4544
1.446250343;1;90;4545
2.286281937;2;90;4545
1.484422646;1;91;1725
2.276954322;2;91;1725
2.853432886;3;91;1725
3.018436123;4;91;1725
1.474756702;1;92;1728
2.287938756;2;92;1728
2.639247425;3;92;1728
0.814743865;1;93;1729
1.981492946;2;93;1729
2.861256037;3;93;1729
1.731150006;1;94;1730
2.585995248;2;94;1730
3.059455729;3;94;1730
2.103953354;1;95;1717
2.846806698;2;95;1717
3.544050933;3;95;1717
3.858944529;4;95;1717
1.625386746;1;96;1724
2.213508842;2;96;1724
2.606789268;3;96;1724
1.30635194;1;97;2685
1.913965273;2;97;2685
2.45957118;3;97;2685
2.820400521;4;97;2685
3.077716;5;97;2685
3.366643588;6;97;2685
3.717952257;7;97;2685
1.751590901;1;98;2687
2.657867562;2;98;2687
3.174142713;3;98;2687
3.871386948;4;98;2687
1.611049728;1;99;2696
2.414928983;2;99;2696
2.859422388;3;99;2696
3.261362015;4;99;2696
3.59136849;5;99;2696
3.848889739;6;99;2696
1.522890311;1;100;2697
2.277697977;2;100;2697
2.999356659;3;100;2697
3.68903895;4;100;2697
4.275718242;5;100;2697
0.607264531;1;101;2682
1.55424143;2;101;2682
2.068872388;3;101;2682
2.541100627;4;101;2682
3.049518509;5;101;2682
3.340819634;6;101;2682
3.552757634;7;101;2682
1.441885374;1;102;2683
2.10860562;2;102;2683
2.50829865;3;102;2683
2.820828399;4;102;2683
3.130463505;5;102;2683
3.485372356;6;102;2683
1.357572667;1;103;2684
2.222397704;2;103;2684
2.881205737;3;103;2684
3.37535866;4;103;2684
3.777298287;5;103;2684
1.252151164;1;104;2689
2.135699233;2;104;2689
2.723821329;3;104;2689
3.250356959;4;104;2689
1.169605708;1;105;2688
1.879871011;2;105;2688
2.436529503;3;105;2688
2.967871949;4;105;2688
3.358449385;5;105;2688
3.775522773;6;105;2688
1.526121598;1;106;2691
2.339303653;2;106;2691
3.177062157;3;106;2691
3.654533199;4;106;2691
1.58446172;1;107;2692
2.265721156;2;107;2692
2.682031837;3;107;2692
3.135958514;4;107;2692
3.76918467;5;107;2692
1.603139452;1;108;2694
2.272159698;2;108;2694
2.744500092;3;108;2694
3.118591137;4;108;2694
3.571933985;5;108;2694
1.123593902;1;109;2678
1.95831199;2;109;2678
2.462755345;3;109;2678
2.939560302;4;109;2678
3.529480941;5;109;2678
1.271044704;1;110;2243
2.012399135;2;110;2243
2.621840404;3;110;2243
3.193891547;4;110;2243
1.978352787;1;111;2244
2.85377015;2;111;2244
3.375556202;3;111;2244
3.582691167;4;111;2244
2.044529767;1;112;2246
2.817093515;2;112;2246
3.15737317;3;112;2246
1.650192876;1;113;2581
2.445126977;2;113;2581
2.980343173;3;113;2581
3.40246606;4;113;2581
3.742745716;5;113;2581
1.761962928;1;114;2582
2.523894874;2;114;2582
3.234085597;3;114;2582
3.771770288;4;114;2582
1.630917391;1;115;2583
2.557310295;2;115;2583
2.877872097;3;115;2583
3.291630267;4;115;2583
3.724410119;5;115;2583
3.979035454;6;115;2583
1.538324819;1;116;2585
2.197132852;2;116;2585
2.742641668;3;116;2585
3.476960718;4;116;2585
4.299404751;5;116;2585
4.626509306;6;116;2585
1.546806367;1;117;2586
2.516991511;2;117;2586
3.208514593;3;117;2586
3.770193675;4;117;2586
4.143292247;5;117;2586
1.522890311;1;118;2587
2.461552349;2;118;2587
3.079195265;3;118;2587
3.730564382;4;118;2587
4.338177715;5;118;2587
1.596550795;1;119;2589
2.440608324;2;119;2589
2.917413281;3;119;2589
3.339410667;4;119;2589
3.815659843;5;119;2589
4.165154514;6;119;2589
4.357436508;7;119;2589
1.755668624;1;120;2592
2.569046069;2;120;2592
3.097589851;3;120;2592
3.532932358;4;120;2592
3.928897324;5;120;2592
4.392179534;6;120;2592
1.844706137;1;121;2597
2.771099041;2;121;2597
3.368159676;3;121;2597
3.864878533;4;121;2597
1.492429779;1;122;4177
2.347275021;2;122;4177
2.769774187;3;122;4177
3.147248189;4;122;4177
1.830177034;1;123;4178
2.777601307;2;123;4178
3.375991206;3;123;4178
1.588401595;1;124;4179
2.576707441;2;124;4179
1.837744197;1;125;4180
2.467699579;2;125;4180
3.045554755;3;125;4180
3.581166675;4;125;4180
1.698126206;1;126;4181
2.388038864;2;126;4181
2.686702226;3;126;4181
3.2970988;4;126;4181
1.585631348;1;127;4182
2.22410567;2;127;4182
2.80497791;3;127;4182
3.212804681;4;127;4182
1.991561966;1;128;4183
2.594712962;2;128;4183
1.477627277;1;129;4184
2.034951458;2;129;4184
2.333437414;3;129;4184
2.487826702;4;129;4184
2.735063898;5;129;4184
2.879527692;6;129;4184
3.157618948;7;129;4184
1.744591358;1;130;4185
2.702689917;2;130;4185
1.633545994;1;131;4186
2.501122824;2;131;4186
3.273343682;3;131;4186
1.799443039;1;132;4188
2.8525143;2;132;4188
1.657623041;1;133;4189
2.195307732;2;133;4189
2.569398777;3;133;4189
2.828560306;4;133;4189
3.087721834;5;133;4189
3.263903095;6;133;4189
1.63172914;1;134;4190
2.352285996;2;134;4190
2.702839973;3;134;4190
1.661708221;1;135;4191
2.732190096;2;135;4191
1.588168147;1;136;4192
2.20245732;2;136;4192
3.049521743;3;136;4192
3.782107543;4;136;4192
1.658262014;1;137;4195
2.337886704;2;137;4195
3.182446126;3;137;4195
1.555411944;1;138;4196
2.32982467;2;138;4196
3.290573271;3;138;4196
1.798471378;1;139;4198
2.819310345;2;139;4198
3.409230984;3;139;4198
1.775379843;1;140;4199
2.713420943;2;140;4199
1.506102471;1;141;4200
2.219938464;2;141;4200
2.786406671;3;141;4200
3.272889469;4;141;4200
1.494983003;1;142;4201
2.176242439;2;142;4201
2.802318021;3;142;4201
1.713311501;1;143;4202
2.403607934;2;143;4202
2.034322573;1;144;4204
3.095261472;2;144;4204
1.937228427;1;145;4205
2.628061787;2;145;4205
3.317052512;3;145;4205
1.999339617;1;146;4206
3.117783184;2;146;4206
3.375098663;3;146;4206
3.6908322;4;146;4206
1.441334229;1;147;533
2.006585533;2;147;533
2.564764433;3;147;533
3.048517534;4;147;533
3.790871576;5;147;533
4.165528569;6;147;533
1.425146839;1;148;534
2.033195893;2;148;534
2.558522948;3;148;534
2.867473018;4;148;534
3.300864401;5;148;534
3.578955657;6;148;534
1.709349652;1;149;535
2.228591632;2;149;535
2.765882126;3;149;535
3.488567663;4;149;535
4.100783864;5;149;535
1.373090948;1;150;537
1.891107335;2;150;537
2.441353489;3;150;537
2.806850178;4;150;537
3.220608348;5;150;537
1.543927183;1;151;538
2.228212212;2;151;538
2.722793715;3;151;538
3.25023396;4;151;538
1.428117136;1;152;536
2.089813284;2;152;536
2.719011456;3;152;536
3.080574042;4;152;536
3.527444434;5;152;536
4.0532754;6;152;536
4.560232607;7;152;536
1.88905316;1;153;618
2.683253958;2;153;618
3.302181935;3;153;618
3.657090787;4;153;618
1.760158254;1;154;624
2.626268549;2;154;624
1.620654517;1;155;625
2.44406405;2;155;625
2.866563216;3;155;625
1.399796206;1;156;626
2.410361597;2;156;626
2.915644292;3;156;626
3.327863368;4;156;626
1.742616721;1;157;627
2.525938461;2;157;627
3.154125602;3;157;627
1.618037707;1;158;628
2.472573077;2;158;628
2.885434139;3;158;628
1.924306934;1;159;629
2.552156703;2;159;629
1.89073481;1;160;630
2.698885679;2;160;630
3.244491586;3;160;630
1.983032754;1;161;631
2.689709324;2;161;631
3.331906078;3;161;631
3.807821473;4;161;631
1.888155667;1;162;632
2.591752368;2;162;632
3.043925297;3;162;632
1.716492911;1;163;633
2.441666185;2;163;633
3.038992909;3;163;633
1.905497134;1;164;634
2.671588885;2;164;634
3.217970904;3;164;634
1.515253931;1;165;635
2.133154072;2;165;635
2.658178548;3;165;635
2.998458204;4;165;635
1.710340974;1;166;636
2.641069238;2;166;636
3.124931823;3;166;636
3.379140764;4;166;636
1.77678155;1;167;637
2.974313525;2;167;637
3.721220183;3;167;637
1.692502221;1;168;638
2.332716371;2;168;638
2.848272833;3;168;638
1.812231835;1;169;708
2.59100979;2;169;708
1.874274363;1;170;709
2.595051719;2;170;709
3.251604656;3;170;709
1.859093207;1;171;710
2.6430233;2;171;710
3.027311714;3;171;710
2.054041664;1;172;711
3.085154587;2;172;711
2.418853098;1;173;712
3.019010771;2;173;712
1.838464627;1;174;713
2.585300364;2;174;713
2.027881072;1;175;714
2.86259916;2;175;714
1.188117828;1;176;715
1.723432983;2;176;715
2.281611883;3;176;715
2.821655714;4;176;715
2.079032639;1;177;716
3.185668707;2;177;716
1.976290091;1;178;717
2.935714586;2;178;717
1.816698307;1;179;718
3.28396523;2;179;718
1.777526688;1;180;719
2.6982416;2;180;719
3.357692529;3;180;719
1.894764681;1;181;720
2.585598041;2;181;720
3.115443041;3;181;720
1.655064683;1;182;721
2.562276011;2;182;721
3.3039876;3;182;721
2.001246221;1;183;722
2.680559086;2;183;722
2.337240562;1;184;723
2.98860968;2;184;723
2.369538877;1;185;724
2.915920895;2;185;724
1.873709056;1;186;725
2.697375864;2;186;725
3.047476245;3;186;725
2.2066809;1;187;726
3.105209457;2;187;726
1.965917204;1;188;727
2.871901583;2;188;727
2.268723014;1;189;728
3.096239354;2;189;728
2.078038771;1;190;729
2.950000405;2;190;729
2.163042343;1;191;730
3.046590412;2;191;730
3.427556385;3;191;730
2.198504417;1;192;731
3.130540723;2;192;731
2.01745838;1;193;732
3.02618757;2;193;732
2.313825657;1;194;733
3.262144043;2;194;733
1.81161793;1;195;734
2.896256853;2;195;734
3.225137846;3;195;734
2.080738946;1;196;735
3.04961288;2;196;735
1.665274532;1;197;736
2.317699946;2;197;736
2.680286584;3;197;736
3.210131584;4;197;736
1.726124709;1;198;904
2.702839495;2;198;904
3.505729765;3;198;904
1.534118253;1;199;905
2.173587342;2;199;905
2.575131424;3;199;905
2.90593947;4;199;905
3.153818564;5;199;905
1.688742493;1;200;907
2.534993604;2;200;907
3.277846948;3;200;907
1.728823026;1;201;908
2.793947498;2;201;908
3.810157965;3;201;908
1.572111241;1;202;909
2.272690143;2;202;909
2.726616819;3;202;909
3.357496444;4;202;909
3.839604308;5;202;909
1.667340768;1;203;910
2.728728912;2;203;910
3.664678375;3;203;910
1.481028859;1;204;911
2.366253946;2;204;911
2.98458256;3;204;911
3.473671534;4;204;911
1.57248182;1;205;912
2.575154103;2;205;912
3.110370299;3;205;912
3.494658713;4;205;912
1.800708357;1;206;913
2.799251567;2;206;913
3.30190667;3;206;913
1.777288277;1;207;914
2.725103828;2;207;914
3.224375433;3;207;914
1.831189724;1;208;915
2.736998689;2;208;915
3.521671685;3;208;915
1.701771829;1;209;916
2.772649483;2;209;916
3.627184853;3;209;916
1.742495131;1;210;917
2.206691114;2;210;917
2.79418242;3;210;917
3.420258002;4;210;917
1.628869989;1;211;918
2.454592114;2;211;918
3.158188814;3;211;918
1.806963027;1;212;1146
2.784978511;2;212;1146
3.431531977;3;212;1146
1.692909024;1;213;1147
2.671195268;2;213;1147
3.420297154;3;213;1147
2.212554046;1;214;1148
2.830111196;2;214;1148
1.879269915;1;215;1149
2.776205388;2;215;1149
3.214458295;3;215;1149
3.589115288;4;215;1149
1.298339556;1;216;1150
2.059993374;2;216;1150
2.492405893;3;216;1150
3.141167568;4;216;1150
1.544750355;1;217;1151
2.365711751;2;217;1151
1.664288193;1;218;1152
2.571499521;2;218;1152
2.112495832;1;219;1153
2.813603785;2;219;1153
2.223301039;1;220;1154
2.972615025;2;220;1154
2.125618991;1;221;1155
3.165988464;2;221;1155
3.561953429;3;221;1155
1.87554568;1;222;1156
2.636990835;2;222;1156
3.060866835;3;222;1156
2.050479873;1;223;1157
2.832989741;2;223;1157
1.873200134;1;224;1158
2.511674456;2;224;1158
2.323238178;1;225;1159
2.912170298;2;225;1159
3.445204763;3;225;1159
1.60280901;1;226;1161
2.799323221;2;226;1161
3.097986583;3;226;1161
1.977495824;1;227;1162
2.492538323;2;227;1162
1.786444102;1;228;1163
2.589532266;2;228;1163
3.08635775;3;228;1163
2.053293684;1;229;1164
2.939415868;2;229;1164
3.699259372;3;229;1164
2.040042816;1;230;1165
2.842933087;2;230;1165
2.071375222;1;231;1166
2.802223663;2;231;1166
2.061634999;1;232;1168
2.775693567;2;232;1168
3.114256598;3;232;1168
2.122102456;1;233;1169
2.751300629;2;233;1169
1.865265691;1;234;1170
2.318257881;2;234;1170
2.774047784;3;234;1170
2.106142522;1;235;1172
2.796975882;2;235;1172
3.097054718;3;235;1172
1.839386365;1;236;1173
2.609409117;2;236;1173
3.104418829;3;236;1173
3.387044481;4;236;1173
2.162650496;1;237;1175
2.729586048;2;237;1175
1.968663539;1;238;1176
2.867015226;2;238;1176
2.289546805;1;239;1177
3.555580801;2;239;1177
1.862964068;1;240;1180
2.624687428;2;240;1180
3.143010485;3;240;1180
2.248413174;1;241;1181
3.104249254;2;241;1181
1.316489966;1;242;1304
2.108419897;2;242;1304
2.759789014;3;242;1304
3.349709653;4;242;1304
1.346918115;1;243;1305
2.222335477;2;243;1305
2.781557261;3;243;1305
3.114917384;4;243;1305
1.364228334;1;244;1306
2.209790646;2;244;1306
2.85091425;3;244;1306
3.306704154;4;244;1306
1.422207583;1;245;1307
1.959892275;2;245;1307
2.679051062;3;245;1307
3.3533551;4;245;1307
4.08115318;5;245;1307
1.513889987;1;246;1308
2.233048774;2;246;1308
2.697472919;3;246;1308
3.154307548;4;246;1308
1.658389779;1;247;1309
2.349912861;2;247;1309
2.885524781;3;247;1309
1.812933186;1;248;1310
2.883563495;2;248;1310
3.388216816;3;248;1310
1.628869989;1;249;1311
2.443613854;2;249;1311
2.918080154;3;249;1311
1.531422753;1;250;1312
2.210813588;2;250;1312
2.698492612;3;250;1312
3.126596286;4;250;1312
3.473810132;5;250;1312
1.564004039;1;251;1313
2.078634997;2;251;1313
2.593265955;3;251;1313
3.056433817;4;251;1313
3.491776324;5;251;1313
1.626233828;1;252;1314
2.645411035;2;252;1314
1.247446759;1;253;1317
1.958829828;2;253;1317
2.556156552;3;253;1317
2.979282107;4;253;1317
3.442449969;5;253;1317
1.663364959;1;254;1318
2.519881575;2;254;1318
3.220460476;3;254;1318
3.595117469;4;254;1318
1.350805786;1;255;1315
1.797676178;2;255;1315
2.158064856;3;255;1315
2.693676776;4;255;1315
3.199692753;5;255;1315
3.448637998;6;255;1315
1.60775851;1;256;1319
2.235692639;2;256;1319
2.720430201;3;256;1319
3.187696974;4;256;1319
3.592394592;5;256;1319
3.956293633;6;256;1319
1.279476478;1;257;1320
1.948575892;2;257;1320
2.535345464;3;257;1320
3.030355176;4;257;1320
3.555682231;5;257;1320
3.967515635;6;257;1320
1.669848598;1;258;1321
2.400624559;2;258;1321
2.896382747;3;258;1321
3.275955787;4;258;1321
1.293516493;1;259;1322
1.934640097;2;259;1322
2.409106397;3;259;1322
2.975574604;4;259;1322
1.811530213;1;260;1323
2.593836981;2;260;1323
2.956423618;3;260;1323
2.06186622;1;261;1325
2.927976515;2;261;1325
3.660562316;3;261;1325
1.475438969;1;262;1326
2.113581357;2;262;1326
2.793595629;3;262;1326
3.035855112;4;262;1326
3.280507877;5;262;1326
3.529453123;6;262;1326
1.800473016;1;263;1327
2.346370094;2;263;1327
2.832852892;3;263;1327
3.204671534;4;263;1327
3.740283454;5;263;1327
1.474756702;1;264;1328
2.246703139;2;264;1328
2.943947375;3;264;1328
3.370936033;4;264;1328
1.432413126;1;265;1329
2.033717063;2;265;1329
2.579614142;3;265;1329
3.114929296;4;265;1329
3.427967087;5;265;1329
1.822520327;1;266;1330
2.316566047;2;266;1330
2.760224498;3;266;1330
3.172057902;4;266;1330
3.566548631;5;266;1330
1.658389779;1;267;1332
2.554084226;2;267;1332
3.217938215;3;267;1332
1.093200202;1;268;1333
1.778799901;2;268;1333
2.295997613;3;268;1333
1.425741393;1;269;1335
2.241200089;2;269;1335
3.086762401;3;269;1335
1.564376538;1;270;1336
2.621464103;2;270;1336
3.362604156;3;270;1336
1.639210684;1;271;1337
2.722334645;2;271;1337
3.24735912;3;271;1337
1.449213936;1;272;1338
1.994722752;2;272;1338
2.622572521;3;272;1338
3.149510394;4;272;1338
3.364426592;5;272;1338
1.889473713;1;273;1339
2.620539549;2;273;1339
3.043038715;3;273;1339
1.550602805;1;274;1340
2.21133765;2;274;1340
2.60299852;3;274;1340
3.125900043;4;274;1340
3.409087389;5;274;1340
1.390875259;1;275;1341
2.029349581;2;275;1341
2.538808237;3;275;1341
3.018161491;4;275;1341
1.271044704;1;276;1342
1.920785396;2;276;1342
2.457582737;3;276;1342
2.820169374;4;276;1342
3.143364172;5;276;1342
1.58446172;1;277;1750
2.150929928;2;277;1750
2.626177059;3;277;1750
2.917296291;4;277;1750
1.981429439;1;278;1751
2.867133091;2;278;1751
3.252934727;3;278;1751
1.452572659;1;279;1752
2.070472801;2;279;1752
2.503252653;3;279;1752
1.744591358;1;280;1753
2.271126988;2;280;1753
1.752769884;1;281;1795
2.289567225;2;281;1795
2.732628317;3;281;1795
3.343024892;4;281;1795
3.940528943;5;281;1795
4.405978434;6;281;1795
1.673935585;1;282;1797
2.260975911;2;282;1797
3.197660806;3;282;1797
3.93715523;4;282;1797
4.555483845;5;282;1797
1.554969171;1;283;1798
2.082409416;2;283;1798
2.525470508;3;283;1798
2.803561764;4;283;1798
3.199526729;5;283;1798
3.823992751;6;283;1798
1.416422966;1;284;1800
2.396170026;2;284;1800
2.973383192;3;284;1800
3.601570333;4;284;1800
1.698905842;1;285;1801
2.369902518;2;285;1801
2.909946349;3;285;1801
3.604450313;4;285;1801
4.408197774;5;285;1801
4.805498207;6;285;1801
0.835922908;1;286;1802
2.035222851;2;286;1802
2.893469306;3;286;1802
3.552277339;4;286;1802
3.963982105;5;286;1802
1.596982039;1;287;1803
2.281267068;2;287;1803
2.766004631;3;287;1803
3.280738505;4;287;1803
3.764601089;5;287;1803
1.684031029;1;288;1804
2.262710601;2;288;1804
3.005563945;3;288;1804
3.727882916;4;288;1804
4.300766807;5;288;1804
1.523098988;1;289;1805
2.191485541;2;289;1805
2.696768237;3;289;1805
3.07773421;4;289;1805
3.695377125;5;289;1805
4.138796729;6;289;1805
1.448007279;1;290;1806
1.942481672;2;290;1806
2.481248917;3;290;1806
2.925742323;4;290;1806
3.49333151;5;290;1806
3.895271138;6;290;1806
1.163794418;1;291;1807
1.61066481;2;291;1807
2.053725902;3;291;1807
2.683513094;4;291;1807
3.25713619;5;291;1807
3.654436623;6;291;1807
1.788933012;1;292;1808
2.550656371;2;292;1808
3.283242172;3;292;1808
3.890593922;4;292;1808
1.601850343;1;293;1809
2.153538571;2;293;1809
2.791763958;3;293;1809
3.460863373;4;293;1809
4.047542666;5;293;1809
1.534843155;1;294;1810
2.266271174;2;294;1810
2.874929714;3;294;1810
3.531482651;4;294;1810
3.862930559;5;294;1810
1.59096727;1;295;1811
2.095725541;2;295;1811
2.548600784;3;295;1811
3.125354934;4;295;1811
3.526899016;5;295;1811
1.753132489;1;296;1812
2.175255376;2;296;1812
2.979134631;3;296;1812
3.650131307;4;296;1812
4.134868869;5;296;1812
4.621678202;6;296;1812
